,Herkomst,Titel,Tekst,JEROEN_janee,JEROEN_OPM,SUSAN_janee,SUSAN_OPM,VERGELIJKING,CONCLUSIE,EINDOORDEEL_janee,reinfVec,vecNorm
97,manual_annotation_sample_seed1111,GV_Zigma_koopvaardij_04_conversation_clipped_150_paragraph_605-612_text,"Toen zei hij : ' Dat kan niet , u mag pas weg als de dokter dat zegt ' . Ik zeg : : ' Nu kun je krijgen wat je krijgen kan , maar ik ga hier weg ! Geef me die telefoon en het nummer van de agent . Ik bel naar de agent ! ' Die vent schrok een beetje want ik werd erg kwaad . En ik heb de agent gebeld en alles verteld . Hij zegt : ' Ik kom meteen ' . Dus die agent is gekomen . En toen was ik al buiten , en die vent wou me tegen houden . Ik zeg : ' Als je me tegen houdt sla ik je dood ! ' Dus ik ging met de agent mee en op dat ogenblik werd alles goed geregeld . Heel goed geregeld . Een schande gesproken over de wijze waarop we behandeld zijn .",nee,,nee,"sla ik je dood, maar context niet duidelijk",zelfde,,nee,"[ 0.15017173  0.3267234  -0.26528375  0.13480719  0.29548939  0.01220388
  0.15083101 -0.04807498  0.31024462 -0.23407163 -0.17095012  0.04082373
 -0.40328585 -0.0723374   0.24105755  0.02108388  0.10568079  0.27179311
  0.26163284 -0.13256063 -0.6543977  -0.18997025 -0.09081537  0.09013383
 -0.02208886  0.32171853  0.18391202 -0.33494173 -0.09273219 -0.12425926
 -0.27688332 -0.43763997  0.72053143  0.00957135 -0.0075097   0.09383506
  0.13983172 -0.00484443  0.47540513  0.05653135 -0.38458484 -0.02848192
 -0.07849828 -0.20452058 -0.29147775 -0.54999205  0.53188431  0.7227993
  0.08239036 -0.25089465]",2.041778114863824
98,manual_annotation_sample_seed1111,01_JKKV_2003_LOTTY_HUFFENER-VEFFER_conversation_clipped_150_paragraph_403-414_text,"Kunt u nog even herinneren uhm , toen er aan de deur werd geklopt ? Eh , toen stond daar Nou geb , geklopt . Heel hard geslagen tegen de deur en gebeld en gedaan . Het ging niet zo zachtzinnig . Waren dat Nederlanders of Duitsers ? Dat waren , ik dacht dat het Dui dat het Nederlanders waren . Ja . En ze kwamen binnen bij u ? Ja ja . En moest alles vlug eh moest mee Daar was uw vader ik was uw moeder bij ja . En m' n zusje En uw zusje en mijn vader riep ' vuile kidnappers ' en ' ze gaat niet mee ' enzo en de , nou hij werd opzij geduwd en ik werd meegenomen en in een busje gezet . En eh Hoe was dat moment . Verder voor uw ouders ? Ja , dat was natuurlijk verschrikkelijk , want zzzze dat ik daar weggehaald werd .",ja,,ja,,zelfde,,ja,"[ 0.14548275  0.26917578 -0.02018673  0.02812718  0.25575912  0.07655392
  0.09655664 -0.16927201  0.20669222 -0.40145418  0.05125844  0.30673185
 -0.34176324 -0.15899201  0.02208761 -0.04733393  0.05504415  0.03826659
  0.3792806  -0.00524559 -0.1732135  -0.04857595  0.11123295 -0.11418166
  0.02714092  0.18018215  0.05593246 -0.35555957  0.0108141  -0.1357947
 -0.03718802 -0.43948434  0.41681579 -0.068027   -0.14814886 -0.21176656
  0.11026657 -0.09221102  0.36298072  0.19988127  0.04449441  0.06736059
 -0.07928185 -0.28642763 -0.24618145 -0.36814016  0.29206771  0.32165094
 -0.13936475 -0.12682055]",1.4779158389513583
99,manual_annotation_sample_seed1111,GV_DeJager_ReisvandeRazzia_interview_Bergs_conversation_clipped_150_paragraph_65-72_text,"Onder geleide , onder een haag van militairen wandelde je zo naar het station . En zo de trein in en dan de koehaak erop . En ja , dan zat je in die wagen . Je kon niks . Je kon niks drinken , je had geen fluit bij je . Niks . Dus ja . En toen gingen we nadien ' s nachts gingen we rijden . En dat rijden , dat ging via Utrecht met de trein . En dan waren we ' s morgens bij Lunetten , dat is dan iets buiten Utrecht . Daar mochten we eruit . En dan konden we eventjes behoeften doen . Dus die hele club die ging , maar weer militairen overal . Je had geen poot om op te staan om te zeggen van ... En toch waren erbij die de kans zagen om uit de trein te springen .",ja,,ja,,zelfde,,ja,"[ 0.29261728  0.03903812 -0.12546009 -0.14949118 -0.10661182  0.26596427
 -0.20530561  0.00791567  0.18636008 -0.11439115  0.11754739  0.12944792
 -0.41081768 -0.04526273 -0.02780429  0.08510251  0.45879303 -0.03004422
 -0.04536967  0.09170604 -0.08939793  0.27394335 -0.06505109 -0.09624966
  0.00396811  0.46233557  0.08905839  0.31178705 -0.35440113  0.14201333
 -0.15690932 -0.05482716  0.3439059   0.10760748 -0.37129679  0.71454197
  0.04052189  0.36476105 -0.00155819  0.11812599  0.12383981  0.00561958
  0.18786506 -0.09156158 -0.22751389 -0.40267496  0.02706048  0.32739277
  0.07979291 -0.09900394]",1.6252543893229197
100,manual_annotation_sample_seed1112,GV_Zigma_zeemansgezin_06_conversation_clipped_150_paragraph_923-931_text,"Want er zal nog genoeg narigheid in de naaste toekomst zijn en daar moeten we ook nog doorheen . Je pa is wel grijzer , maar niet kaler geworden . Een pruik maken is dus helemaal niet nodig . Dat grijze zegt verder niets . Ik heb steeds hier in Engeland Bruintje Beer bijgehouden en ze is nog steeds het domme wanhopige kereltje met het onschuldige gezichie die Bruin nog steeds tot wanhoop drijft . Naar ventje als je het mij vraagt . "" Daar plaagden we elkaar altijd mee . "" Morgen moet ik weer naar de negerkindertjes en ga dan cacaobonen , palmolie , apennoten en dergelijk spul halen om te zorgen dat jullie chocolade en margarine krijgen mettertijd . Ik schakelde Hein om een grijs mantelpak voor jou in elkaar te laten timmeren . Dat is helemaal niet eenvoudig , maar ik heb hoop dat het wel voor elkaar komt .",nee,,nee,,zelfde,,nee,"[ 0.45985343  0.22582677  0.02412491  0.30713327  0.03496562  0.38023667
  0.26324284 -0.23877688  0.75031427  0.09871298 -0.33183369 -0.16388027
  0.33521067 -0.09092371  0.00426494 -0.01505089  0.30288787  0.32233685
 -0.04548131  0.22571676 -0.27841711  0.05348041  0.23571732 -0.12778975
 -0.04804369  0.27974291  0.0449087  -0.21291526 -0.2166369  -0.25142194
 -0.08247743 -0.33149339 -0.00584392 -0.17994361  0.31187689  0.21288595
  0.34211487  0.35850798  0.07662611 -0.1722772  -0.32359004  0.20536326
 -0.42362204 -0.11270085 -0.04059032 -0.18101993  0.53642255  0.33131105
 -0.18386419 -0.11531629]",1.8681356815690053
101,manual_annotation_sample_seed1112,GV_Lumen_verzetsgroep_DH_02_conversation_clipped_150_paragraph_240-248_text,"Die meiden die waren tien en veertien ofzo . Dat waren echt een paar jaar jonger .. en dat zij uit waren met het idee van : er kan altijd iemand de deur open doen . Op een avond , dat ik een rondje om ben gaan lopen , in mijn eentje . En naderhand zei mevrouw Wansink : ' Dat mag je niet doen . Want als er dan iemand komt , dan is er niemand om ze af te .. ' Dus dat heb ik toen ook niet meer gedaan . Zo onbewust was ik eigenlijk van de verantwoordelijkheid die ik had . Ik heb al gezegd , ik was een onnozel kind . Een geit , zei ik tegen Loes . Ik was een geit . Maar u wist dondersgoed wat er zou gebeuren , als er een Duits .. ( wordt onderbroken ) Ja , ik wist het wel , maar ik hield me er niet mee bezig .",nee,,nee,,zelfde,,nee,"[ 0.2599031   0.12591052 -0.2498052  -0.14185613  0.17008983 -0.05899483
 -0.08662374 -0.2800055   0.2474742  -0.09996379  0.09461056 -0.00270901
 -0.25576057 -0.01596894  0.20361228  0.42602983  0.11756243 -0.03043442
  0.06137099 -0.0062176  -0.29671185 -0.09589037  0.00398239  0.11559733
  0.07090148  0.20327965  0.25595345  0.02117145 -0.06662273 -0.08174158
 -0.05803926 -0.04989     0.45754246 -0.44075663  0.08139052 -0.05022368
  0.19177248  0.2939807   0.16321039  0.22878191  0.02700686  0.00553469
  0.05958756 -0.02107195 -0.03759099 -0.31202494  0.29417701  0.42090559
 -0.06884423 -0.2112317 ]",1.3939320580084809
102,manual_annotation_sample_seed1112,GV_DeJager_ReisvandeRazzia_interview_Gillet_conversation_clipped_150_paragraph_87-90_text,"Wakker worden en hup aan het werk . Maar ja , er waren ook jongens die , ja , je hebt allerlei soorten erbij , die denken "" ik ga lekker vandaag ziek worden "" en zo en dan was het de taak van de Lagerf¸hrer om zo' n jongen weer aan het werk te krijgen.Ik weet ook nog wel in de school hadden we een soort eh hospitaaltje en ja , je neemt gauw wat Duitse woorden over , dus iedereen sprak daar van de Sanit‰tor . De Sanit‰tor was de man die dan zo' n medicijnenkamertje beheerste en zo. Ik heb er ook nog een keer in gelegen en dat , toen had ik koorts en maar het is allemaal goed afgelopen.Maar we moesten nog werken , eh we waren .. , ja , we waren dus deel van de .. , van de Eisenbahn hË , het was het heette toen "" Eisenbahn "" wat tegenwoordig "" Deutsche Bundesbahn "" is hË . Nou ja , en er werd veel gebombardeerd en ja , die sporen , ja , dat moest doorgaan hË , die oorlogsindustrie moest doorgaan .",nee,,nee,,zelfde,,nee,"[-0.05240572  0.10712053  0.12918448 -0.09286884 -0.13450532  0.22621653
  0.02273605 -0.17625276  0.15504263 -0.15133215  0.13251722 -0.18713763
 -0.36494604  0.16132122 -0.23121965 -0.03486936 -0.18586093 -0.07003251
  0.34214595 -0.11682065 -0.36845823  0.27848749 -0.1479528  -0.18087451
  0.06661954  0.61123887 -0.01824169 -0.30048594 -0.32041115  0.04649858
 -0.04928852 -0.36327155  0.35401618  0.10211335 -0.00635824 -0.07196604
  0.01137985  0.13993515 -0.04524692 -0.17294562 -0.0276141  -0.15075327
  0.1293311  -0.01573514  0.10445494 -0.22103117  0.03827696  0.58859378
 -0.25868113  0.24546935]",1.538740046814096
103,manual_annotation_sample_seed1112,GV_NIOD_Buchenwald_36_clipped_150_paragraph_1383-1398_text,"En verder niks . Halverwege We zijn toen dichtbij liep staan . En in die het transport weer ik dus . Jos Horseling kennen . En met Jan de Wit en Josje had nog 2 kameraden . Maar en Gosling die was 18 bloedarmoede . Ja . En die kon niet meer . De sekte die mekaar nou dan krijg je een nekschot en wordt de greppel ingetrapt . En dat is het dan . Dat was toen op dat moment leerde ik eigenlijk die andere Hollanders kennen op het transport via Jan de Wit . Die kon ze de is ingezakt door zich neer en Jan de Wit . En ik die grijpen zich houden . Even vanavond voor de bevrijding en de moet je niet de pijpen te geven , dan moeten we volhouden . Kom op jongens lopen dus ieder aan een kant . Ik had een goeie conditie .",nee,,ja,,ANDERS,Foutje van Jeroen,ja,"[ 0.05065442 -0.10784944 -0.03099449  0.05383947 -0.44711201  0.06585928
  0.02918458 -0.05764372  0.21089353  0.05434935 -0.17132858  0.02276858
  0.37628843 -0.18043921 -0.12886161  0.00278241  0.15293138  0.28416297
 -0.02645739 -0.15472589 -0.3751089  -0.17799264  0.19301346  0.14752442
 -0.15517443  0.52121294  0.11434514  0.19039994 -0.0842545  -0.22923495
  0.22300473  0.20829201  0.31317379  0.23013758 -0.03897255  0.16468581
  0.10578802 -0.05507317  0.10892786  0.19730963 -0.12147976 -0.01930145
  0.35308021  0.17137333 -0.39427254 -0.3399955   0.16380188  0.40946057
  0.50199077  0.26162881]",1.5976254178071598
104,manual_annotation_sample_seed1112,06_JKKV_2003_ KITTY_WURMS-ANDRIESSE_conversation_clipped_150_paragraph_22-28_text,"Wij zijn daar gebleven tot januari 1945 en toen hebben we die tocht gemaakt van , door het Eulengebergte en door het Riesengebergte , ik weet het allemaal niet meer . Nou , ik weet het wel , maar . En eh we zijn zelfs door TsjechiÎ gedeelte gelopen . Het was 36 graden onder nul die winter daar en eh het enige wat ik aan m' n voeten had was twee plankjes en daar een doek omheen . Nou ja , dat was natuurlijk niets . En we hadden practisch geen kleding natuurlijk . En d' r zijn ook , dat zal u van anderen wel gehoord hebben , degenen die mee die niet mee konden lopen , niet verder konden , werden achtergehouden , die kregen een nekschot . Die bleven liggen . En eh er zijn een heleboel , en dat weet iedereen , die afgevroren neuzen , oren en tenen hadden. [ ja ] Ik heb geluk gehad wat dat betreft .",nee,,ja,,ANDERS,Foutje van Jeroen,ja,"[ 2.03128904e-01  7.08473213e-02 -3.70491063e-03  1.26370169e-01
  1.49961196e-01  1.21868473e-01  2.24568836e-01 -3.71301815e-01
  8.03720094e-02 -1.98023506e-01 -6.31201640e-02  1.88887171e-01
  8.48324448e-02  1.40033849e-01  9.22112018e-02  2.91314200e-01
  2.07309626e-01  3.49230602e-01  3.48332435e-01 -2.43353836e-01
 -3.01626652e-01 -8.53626318e-02 -6.45891242e-02  2.87875637e-01
  1.69559538e-01  3.29611093e-01 -5.69579303e-02 -1.11042075e-01
 -1.84528992e-01  3.52653291e-03 -7.74421394e-02 -2.54063293e-01
  4.91203535e-02  1.88110232e-01 -1.33537501e-02  4.56601083e-02
  3.46022725e-01  1.42515160e-01  7.88847916e-02  1.93431951e-01
 -1.77314621e-04  1.27167426e-01  2.45097101e-01  2.45602354e-02
 -4.03390378e-01 -3.01746845e-01  2.33981721e-01  4.77374390e-01
  1.27974443e-01 -8.01814236e-02]",1.4634194490909673
105,manual_annotation_sample_seed1112,GV_Schiedam_gastgezin2_08_conversation_clipped_150_paragraph_262-271_text,"We verzamelden op het pleintje voor de school en dan gingen we met de hele klas gingen we naar De Gorzen toe . Kreeg u ook wel eens eten op school ? Nee , dat kan ik mij niet herinneren . Hebt u vakken gehad als handvaardigheid of handwerken , aardrijkskunde en geschiedenis ? Ja , handwerken hadden we . We kregen wel wat aardrijkskunde , maar doordat je een halve dag naar school ging , hadden ze ook niet zoveel tijd om je les te geven natuurlijk . Wat is een halve dag ? Dat is zo om . Maar aardrijkskunde kregen we wel , hoofdzakelijk Nederland . Geschiedenis ? Nee , dat hebben we na de oorlog pas gekregen . En handwerken , dat deden we wel . En wat kreeg u van godsdienst op school ? Dat was altijd ... je begon met psalmen zingen , bijbel lezen , dat was altijd het begin van de les .",nee,,nee,,zelfde,,nee,"[ 0.31342573  0.43794817 -0.37602893  0.06245516  0.48754701 -0.17311263
 -0.07359328 -0.28024814  0.419038    0.16411457 -0.28285654  0.19254521
 -0.26288283  0.08096305  0.21205968  0.24202223  0.4241749   0.09124781
  0.60854816 -0.33740558 -0.18371567  0.15151326 -0.24593207  0.10677249
  0.19005467  0.45043761  0.27124114 -0.34068252 -0.34376986  0.27279292
  0.12619146  0.12488855  0.10298732  0.01477282  0.14120125 -0.21244368
  0.14868856  0.15148843 -0.0219486   0.33827864  0.1934563  -0.30174731
  0.13582019  0.04937732 -0.24805553 -0.19412773  0.38097943  0.54681477
 -0.03864523  0.02724108]",1.9158249700071701
106,manual_annotation_sample_seed1112,GV_Schiedam_gastgezin2_01_conversation_clipped_150_paragraph_483-486_text,"Dan word je kostwinner en ik moest voor mijn jongste zusje en mijn moeder zorgen , want er waren geen voorzieningen . Dan ga je zelf trouwen , ik ben bij mijn moeder in de Kortlandstraat ben ik in gaan wonen en heb een vrouw getrouwd die thuis ... die was haar moeder kwijtgeraakt en had een tweede moeder met wie ze niet kon opschieten . En nou ja , dan ga je vroeg trouwen , ik was 21 en zij was 20 en vier jaar later wordt onze zoon geboren en daar hebben ook weer zeven jaar overheen geweest en toen is mijn vrouw weer zwanger geraakt , maar daar heeft ze nooit lang van mogen genieten , want mijn dochter is geboren en zeven maanden later is mijn eerste vrouw gestorven aan een hersenbloeding . Nou , je vader kwijt en dan denk je niet meer aan Zwitserland , want dan ben je met wat anders bezig en ben je eigenlijk weer een beetje aan het opbouwen .",nee,,nee,,zelfde,,nee,"[ 0.14392961  0.08825779 -0.08617709 -0.12112752 -0.04431952  0.54195312
  0.18079244 -0.19213782  0.14557438 -0.25739655  0.15325566  0.21122938
  0.1400138   0.13803869 -0.02102182  0.1205616   0.10710501  0.03240855
  0.03708714 -0.05213405 -0.18013544  0.18709429 -0.07642284  0.10207202
 -0.14473183  0.23719539  0.17696639  0.00399771  0.03561518  0.16830017
 -0.07001134 -0.04289359  0.12291987  0.08998916  0.33108149 -0.06732801
  0.31106977  0.29292558  0.16096692  0.0825299  -0.38160048  0.124604
 -0.10301885 -0.10774678  0.03873683 -0.36198238  0.26445533  0.34481975
 -0.13036614  0.03572608]",1.3213358555262458
107,manual_annotation_sample_seed1112,GV_CaleidoscoopFilm_Bakkum_01_conversation_clipped_150_paragraph_1135-1148_text,"Dat hoorde je dan ook wel van mensen ja die boeren hebben auto 's en zo ja maar , ik wil zeggen daar kwam ook een end aan natuurlijk . Je kon ook maar niet alles onbeperkt weggeven . Dat was eenmaal zo Ja . Nee dat is heel lastig Ja En je weet dat die mensen hongerig zijn en ondertussen . Jaa .. jazeker Nou is er nog iets dat u denkt , van nou dat is nog niet besproken Nou ja zal wel wat wezen nog maar ik zou het zo niet kunnen zeggen nog dat moeten we nog . Het is volgens mij hebben wij het hebben we een hartstikke mooi interview Ja ik dacht dat je al heel wat had zo Nou ! Ik heb niet te klagen d' r over hoor Ja Dus Heeft u nog foto 's van uzelf uit die tijd Nee nee zeker niet , uit die tijd . Want dan had je geen foto 's .",nee,,nee,,zelfde,,nee,"[ 0.31836823 -0.00604564  0.12625284  0.04408068  0.04609254  0.13067794
 -0.15384697  0.03698537  0.15532122 -0.02852478  0.02204264  0.08974855
 -0.13403308  0.04981215  0.02838454  0.11750642  0.25418644 -0.11633727
  0.19108853  0.00428762 -0.19787785  0.02463705  0.08474381  0.09404787
  0.12600838 -0.08102646 -0.0412846   0.0097795  -0.09756671  0.06645706
 -0.06819415  0.15072912  0.34982926 -0.2267253   0.30861168  0.28157334
  0.03600578 -0.05776185  0.01201118  0.10588586  0.07326407  0.04650629
  0.30876762 -0.01260142 -0.04076514 -0.26985636  0.17804627  0.25003204
  0.04519326 -0.11223505]",1.0577031338475267
108,manual_annotation_sample_seed1112,GV_Schiedam_gastgezin1_02_conversation_clipped_150_paragraph_65-74_text,"Maar dat het toen oorlog was , ja dat realiseerde je je als jongen van ... ik denk dat ik ... het was nog mei , dus ik was bijna vijf . Dat is wat ik me ervan herinner , dat we daarnaar gingen kijken . Verder heb ik aan de oorlog allerlei herinneringen , maar van het begin van de oorlog ben ik me niet echt bewust geworden toen het echt zover was . Is u verteld dat het oorlog was ? Dat zou ik echt niet meer weten . Ze zullen het ongetwijfeld gezegd hebben , maar ik kan me niet herinneren dat we daar gesprekken over gehad hebben . Ik was 5 , dus ... nee . Gingen er dingen veranderen qua huiselijke omstandigheden ? Nee , er veranderde in de huiselijke omstandigheden door de oorlog niets . Mijn vader was wel veel ziek toen en was dat eigenlijk de hele oorlog door . Dat begon in de oorlog .",nee,,nee,,zelfde,,nee,"[ 0.20333608  0.28008221 -0.13339307  0.05349427  0.36538486  0.34162426
  0.00930975 -0.11959037  0.24046653 -0.14254258 -0.09047574  0.23961509
 -0.31780687  0.0891513   0.23830639  0.1455467   0.56996951  0.07041716
  0.34703359 -0.25574464 -0.25033904  0.08954702  0.13580019 -0.0387051
  0.10421212  0.39300831  0.21521246 -0.02244572 -0.15998586  0.09927892
 -0.06034014 -0.20969383  0.50490856  0.12324402  0.26149233 -0.06191802
  0.24094404  0.17384396  0.18198368  0.23390837  0.03187329 -0.01599467
  0.10765892 -0.27033781 -0.27528606 -0.71028933  0.13368584  0.76780218
 -0.28680253 -0.2412042 ]",1.8893679250698105
109,manual_annotation_sample_seed1112,GV_GAR_bombardement_02_conversation_clipped_150_paragraph_853-863_text,"Ja ik was tot eind ' 44 thuis geweest natuurlijk . Dus nou ja . Dus u heeft hem even door de tunnel laten rijden ? Ik heb hem even de tunnel laten zien dan was ik gelijk thuis natuurlijk , bij mijn oma dan . Want ik denk ja ik kan niet naar huis dan ga ik naar oma toe , die woont op de Lange Hilleweg dus ik daar naartoe . Nou ik zat er net een kwartier , toen kwam mijn vader . Het was geen difterie , Jan die had wat anders . Dus ik mocht wel thuiskomen . Dus toen was ik weer thuis toen was het afgelopen . Een mooie hereniging . Ja dat was het inderdaad ja . Nog eventjes in relatie met het bombardement . Want dat is toch eigenlijk de reden waarom we hier zijn . Dat is de clou ja .",nee,,nee,,zelfde,,nee,"[ 0.09068688 -0.01319245 -0.21230654 -0.1050841  -0.15828732  0.11839881
  0.41724399  0.2137327  -0.01975915  0.25389427 -0.202054   -0.22319442
  0.06783812  0.00529733  0.1242849   0.2595797  -0.00578563  0.4624795
  0.08878731 -0.19873898 -0.22690989  0.13671059 -0.09834197 -0.10219903
 -0.13465527 -0.02073754  0.26243608  0.09762609  0.07636309  0.05397231
 -0.15453313 -0.13105997  0.02553755  0.11249617  0.00569559  0.19841195
  0.05461328  0.47505371  0.06313375 -0.00842365 -0.01442269  0.14774188
 -0.09278931  0.1285193  -0.15590528 -0.00427617  0.04976385  0.18770498
 -0.36586003 -0.07505934]",1.2644304154746389
110,manual_annotation_sample_seed1112,GV_Zigma_koopvaardij_07_conversation_clipped_150_paragraph_667-680_text,"De Japanesen hadden zich overgeleverd Merkte u iets van dat die atoombom gevallen was Ik ben er geweest en ik heb het gezien . Brand . Maar ik heb niet gezien dat hij gevallen is . Dat was nog te ver Wanneer bent u er geweest Naderhand , toen moesten we de troepen kwijt . Er zijn duizenden troepen . Wij hadden er 2200 , en die andere boot ook . En misschien nog tientallen . Dat was invasie , dus ja waar moet je naartoe ? Toen was het eerst terug naar Saipan , toen kregen we orders weer terug . Dat duurde tien dagen dan ongeveer . Dan was het toch Nagasaki . Dat ze naar de wal moesten . En toen mochten wij gaan kijken En er waren nog meer schepen Kunt u vertellen wat u zag Toen heb ik gekeken alsof het tussen Katwijk en Rijnsburg ÈÈn gat is .. En toen hoorde ik een Amerikaan zeggen : ' My god , what did we do ? ' . Oh lieve heer , wat hebben we gedaan ? ' . Het was een verschrikking .",ja,,ja,,zelfde,,ja,"[ 0.1196744   0.25969478 -0.38327417 -0.3514584  -0.23674169  0.45582935
 -0.20862128 -0.09651213  0.26662914 -0.03920259 -0.36028938 -0.14915494
 -0.1286396   0.31048675  0.31517382  0.06470896  0.35429701 -0.00259114
  0.27518316  0.1839496  -0.38593821 -0.43208794 -0.16619236 -0.11774098
  0.14827338  0.66352391  0.22053808  0.01399692 -0.13962267  0.23812347
 -0.35736312 -0.08774963  0.36696236 -0.17136984  0.11479093  0.40027355
  0.1346721   0.16404889  0.2278723   0.07211638 -0.05452926 -0.41718641
  0.10678015  0.0836703  -0.48393658 -0.42196882  0.25350249  0.3988989
  0.03392421  0.16441725]",1.9348801501381487
111,manual_annotation_sample_seed1112,GV_SiteFilms_Java_06_conversation_clipped_150_paragraph_1133-1142_text,"Hebben ze dus niet kunnen aanvragen , want ze hadden er geen recht op . En wij hebben nou gezorgd dat ze daar recht voor krijgen . Gelukkig ( klapt in zijn handen , alsof de zaak daarmee is afgedaan Hoe was in het algemeen de reactie van de nabestaanden van die gevallenen Oh , ik vond het prachtig . Ja . Ze hadden niet gedacht dat nog zo mee te kunnen hebben maken . Ik heb vorige week , dus de ... dat was 25 september , hadden we onze re¸nie . Ik leid daar de herdenking van onze re¸nie . En dat gaat dan als volgt : Men komt dan dus bij elkaar , bij de vlaggenmast . Daar achter is een muur met allemaal plaquettes . Ik spreek een welkomstwoordje . En wij wilden graag dus ook het hele eskadron weer een keer noemen , omdat dat een jubileum was van ons .",nee,,nee,,zelfde,,nee,"[ 0.19276868  0.17606363 -0.0303647   0.12491203 -0.1913475   0.29508705
 -0.19568867  0.00102267  0.15147924 -0.14703469 -0.08280224  0.28506903
  0.02043892 -0.09518777  0.38674822 -0.02754158  0.10215242  0.21929356
  0.35008562  0.10338135  0.14134359  0.04407925 -0.11185146  0.33510932
 -0.24158261  0.26552489  0.25404418  0.03922866 -0.00448433 -0.2196997
 -0.09744672 -0.2849167   0.46970987 -0.09398556  0.03669527  0.08112416
  0.19604417  0.00848755  0.21122821  0.09432758 -0.10461721  0.04263349
 -0.16364516  0.12603018 -0.12203369 -0.49322429  0.15277369  0.41442333
 -0.12265317 -0.07701996]",1.4389689137672905
112,manual_annotation_sample_seed1112,GV_DeJager_ReisvandeRazzia_interview_Greven_conversation_clipped_150_paragraph_100-105_text,"Een hele vervelende tijd , een hele vreemde tijd was dat en toen moesten we , "" de Geallieerden komen aan ! "" was dat , Dolle Dinsdag , NSB' ers vluchtten enz. , heel bekend . Wij mochten niet meer over de brug en we moesten in Zuid blijven . Mijn collega en ik en een stel arbeiders die ook uit het Zuiden kwamen moesten allemaal in het Zuiden blijven , niet meer bij de werf . Niet meer bij die kruiser die op .. , op ... , die we aan het bouwen waren toen hË . En eh , ja , wij hebben een paar dagen leuk gewerkt enz. en de mensen het geld uitbetaald en naar huis netjes . Ik heb Trouw heb ik nog eh het Trouwblaadje , dat was een verzetskrantje , die hebben we in de bussen gestopt , dat was heel gevaarlijk trouwens , daar moest je heel voorzichtig mee zijn , ook De Waarheid heb ik ook .. , ook meegenomen hoor .",nee,,nee,,zelfde,,nee,"[ 0.05591564  0.23080012  0.1068382  -0.21070062  0.09041303  0.11214916
  0.2111358   0.23534882  0.16721785 -0.08929025  0.04399382  0.16703043
 -0.04033467  0.16445868  0.02249312 -0.32096484 -0.11810974  0.37826726
  0.04960828  0.32064654 -0.10057471 -0.04009162 -0.41345093 -0.13715196
 -0.03878285  0.00278984  0.04468866  0.22055811 -0.07866375  0.02362643
 -0.07908709 -0.02143576  0.04290637 -0.0885608   0.11038021 -0.09805374
  0.06941026  0.23627958  0.20484759  0.0135724   0.06665741 -0.06162301
  0.17525286  0.07239557  0.23372665 -0.17197909  0.18916163  0.19508761
 -0.1939037  -0.1360084 ]",1.1631447186642503
113,manual_annotation_sample_seed1112,GV_Schiedam_gastgezin2_01_conversation_clipped_150_paragraph_578-579_text,"Dat vraag je jezelf ook wel eens af , en zeker als je ouder wordt : hoe komt het dat je zo ... je gaat toch als jongetje van 9 jaar ... Ik zeg het wel eens tegen mijn kleinkinderen en dan zeggen ze ' opa , hoe k·n dat nou : helemaal alleen ! ' Ik zeg ' ja , ik ben niet alleen naar Zwitserland gegaan , ik stond daar alleen ... ' Hij zegt ' ja maar allemaal vreemde mensen , kende u die dan ? ' . Ik zeg ' nee natuurlijk niet maar die vrouw die had zo' n blije uitstraling en dan kom je in een omgeving waar je te eten krijgt , verzorging krijgt en rust is want dat is natuurlijk ook belangrijk : er komt rust in je leven en je hebt alleen maar fijne dingen en als je ergens heen wilde ... Ursula is precies eender als haar ouders .",nee,,nee,,zelfde,,nee,"[ 0.1394184   0.31158336 -0.07273463 -0.09388136  0.02194714 -0.01314975
 -0.07632144  0.14790396  0.27006142 -0.09738682  0.23102976  0.02251305
  0.05876571  0.01230247  0.04238716  0.0660301   0.16235559 -0.0518107
  0.08470623 -0.0569347  -0.29875091  0.05160199  0.03777065  0.21226237
  0.07371679  0.11622472  0.07933391  0.04480869 -0.13770992 -0.02185025
 -0.34838271  0.03138899  0.52907926  0.16872922  0.28589475  0.08934054
  0.26400445  0.07445629  0.16596121  0.20880815 -0.16058265  0.03927844
 -0.01005676  0.15463237 -0.12113776 -0.30461635  0.61996591  0.39368503
 -0.06335166 -0.0055528 ]",1.3779096333176484
